datetime,price_open,price_high,price_low,price_close,volume,return_1d,return_3d,return_5d,return_10d,return_20d,volatility_10d,volatility_20d,volatility_30d,vol_ratio_10_30,sma_ratio_10_50,sma_ratio_20_50,rsi_14,bb_pct_b,volume_ratio,volume_trend,price_position_20d,price_position_50d,hl_spread_ma,intraday_vol,close_to_high,log_tx_daily,tx_ma_7,fee_per_tx,hashrate_log,difficulty_log,nupl,active_addr_zscore,realised_cap_log,cdd_log,total_supply_log,mempool_size,exchange_volume_usd,average_block_size,fear_greed_value,prev_close,today_Open_pct,close_to_open_return,return_1d_orig,target,_trainable,dummy_zero
2011-09-06,1.5,1.55,1.49,1.53,12147000,-0.006493506493506551,-0.07272727272727264,-0.07272727272727264,0.047945205479452024,-0.03164556962025322,0.03272095584554752,0.04041580329448326,0.03838147851261072,0.8525191990611993,0.8991377354209212,0.9170070342636714,35.21126753620314,0.0012129556250703999,0.925628525543941,0.8270533167974488,0.2631578878116347,0.1666666638888891,0.092,3.921568627450984,0.33333327777778704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,-0.025974025974025983,0.020000000000000018,-0.006493506493506551,1,True,0.0
2011-09-07,1.56,1.6,1.55,1.59,6888000,0.03921568627450989,-0.006249999999999978,-0.030487804878048697,0.03921568627450989,-0.0479041916167664,0.031548508620871336,0.03925852219539553,0.03922563918575532,0.8042826384203753,0.9050056882821389,0.9172354948805462,41.33333325617779,0.36911664678911194,0.5524841936822855,0.8929261088485301,0.4210526204986155,0.2666666622222226,0.0885,3.1446540880503173,0.199999960000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.019607843137254832,0.019230769230769162,0.03921568627450989,0,True,0.0
2011-09-08,1.57,1.6,1.55,1.57,7585500,-0.012578616352201255,0.01948051948051943,-0.04848484848484835,-0.012578616352201255,-0.012578616352201255,0.02935477429359498,0.0378400672575481,0.039196002258121365,0.7489224694665898,0.9069634703196345,0.9198059360730592,46.268656619737136,0.2596860830695536,0.6498078974082212,0.8719016229135346,0.3684210429362886,0.23333332944444474,0.085,3.184713375796181,0.599999880000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,-0.012578616352201255,0.0,-0.012578616352201255,0,True,0.0
2011-09-09,1.56,1.57,1.5,1.53,10039500,-0.02547770700636942,0.0,-0.04375000000000007,-0.006493506493506551,-0.09467455621301768,0.028717949410675632,0.03518208772568336,0.03905275108176147,0.7353628428615145,0.910132966529115,0.9190165061898211,53.44827573305589,0.07317683223637877,0.8693675555613285,0.8349201813293153,0.2631578878116347,0.1666666638888891,0.08250000000000002,4.575163398692815,0.5714284897959301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,-0.006369426751592355,-0.019230769230769273,-0.02547770700636942,0,True,0.0
2011-09-12,1.5,1.55,1.5,1.53,8499000,0.0,-0.037735849056603765,-0.006493506493506551,-0.03164556962025322,-0.12571428571428567,0.027214597272689326,0.033938226358221,0.03905275108176147,0.696867430595046,0.9115513071519059,0.9170217666705055,56.3636362201653,0.11061390149090805,0.7577449531591652,0.8052477783201493,0.2857142775510208,0.1666666638888891,0.07900000000000001,3.2679738562091534,0.399999920000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,-0.019607843137254943,0.020000000000000018,0.0,1,False,0.0
2011-09-13,1.53,1.61,1.52,1.61,10897500,0.05228758169934644,0.02547770700636942,0.05228758169934644,-0.024242424242424176,-0.07999999999999996,0.02882221418433268,0.036363543719299125,0.040196022921548294,0.717041262270478,0.9126112588140098,0.9163680499364235,57.142857,0.6715387240040965,0.9723746553524105,0.7836014669272158,0.5142856995918375,0.2999999950000004,0.08100000000000002,5.590062111801246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.05228758169934644,0.05228758169934644,1,True,0.0
2011-09-14,1.62,1.66,1.59,1.62,12462000,0.006211180124223503,0.05882352941176472,0.018867924528301883,-0.012195121951219412,-0.06896551724137923,0.028895116966135316,0.03642352302603752,0.03924240322320037,0.7363236506834481,0.9148393085044669,0.916289592760181,52.94117632525952,0.8255913781475689,1.090582111985508,0.8660860205173307,0.5428571273469396,0.3166666613888893,0.082,4.3209876543209775,0.5714284897959288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.006211180124223503,0.0,0.006211180124223503,1,True,0.0
2011-09-15,1.64,1.66,1.62,1.65,8439000,0.01851851851851838,0.07843137254901955,0.05095541401273884,0.0,-0.04069767441860472,0.029488028512061646,0.036669587591110296,0.03943675280017451,0.7477294386833181,0.9178209754394134,0.9172389710161798,61.22448962099125,1.1669216307421504,0.7424710322802016,0.8857391717475651,0.8148147846364894,0.3666666605555557,0.07999999999999999,2.424242424242413,0.249999937500017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.012345679012345512,0.0060975609756097615,0.01851851851851838,1,True,0.0
2011-09-16,1.65,1.72,1.63,1.72,21256500,0.042424242424242475,0.06832298136645965,0.12418300653594772,0.07499999999999996,0.061728395061728225,0.03004084922138174,0.0353554872158295,0.03673059944939081,0.8178696098896332,0.9276123759486281,0.9229422066549912,63.46153829068047,1.593295390398916,1.826712986535871,1.0579492500950674,0.9999999655172426,0.48333332527777806,0.0785,5.232558139534889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.042424242424242475,0.042424242424242475,0,True,0.0
2011-09-19,1.66,1.72,1.59,1.72,17361000,0.0,0.061728395061728225,0.12418300653594772,0.11688311688311681,0.15436241610738244,0.025821272998914856,0.02938963141663436,0.03653491941188374,0.7067557927323093,0.9403159742539496,0.9318314803978934,57.777777598024706,1.4521401655380481,1.5131983212833553,1.2275027128793128,0.9999999655172426,0.48333332527777806,0.07799999999999999,7.558139534883715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,-0.03488372093023262,0.03614457831325302,0.0,1,False,0.0
2011-09-20,1.73,1.77,1.71,1.73,17706000,0.005813953488372103,0.048484848484848575,0.07453416149068315,0.130718954248366,0.18493150684931514,0.025157852594331568,0.028664188538018956,0.036170535873227216,0.6955342250710392,0.9538046664321724,0.9414937272833859,59.999999813333346,1.4387362437343238,1.523912804921345,1.3293053699723079,0.8823529152249142,0.499999991666667,0.07399999999999998,3.4682080924855523,0.6666665555555741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.005813953488372103,0.0,0.005813953488372103,0,True,0.0
2011-09-21,1.73,1.8,1.71,1.72,14814000,-0.005780346820809301,0.0,0.061728395061728225,0.08176100628930816,0.12418300653594772,0.023867619258903718,0.02729809443330903,0.03476919856997622,0.6864585143164229,0.9632327029249383,0.9488429460824621,57.777777598024706,1.2664697298482517,1.2653184115615972,1.3593845089460164,0.757575734618917,0.48333332527777806,0.07299999999999998,5.232558139534889,0.8888887901234678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,-0.005780346820809301,-0.005780346820809301,0,True,0.0
2011-09-22,1.71,1.74,1.66,1.71,11637000,-0.005813953488372103,-0.005813953488372103,0.036363636363636376,0.08917197452229297,0.07547169811320753,0.023304314065282414,0.02627120602765637,0.033531101728980106,0.6950057085384698,0.9737430825385612,0.9546096785588132,63.41463392980367,1.122992271645857,0.9881669617496083,1.4057751340610631,0.7272727052341603,0.46666665888888914,0.07299999999999998,4.678362573099419,0.3749999531250059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,-0.005813953488372103,0.0,-0.005813953488372103,1,True,0.0
2011-09-23,1.7,1.77,1.69,1.76,17346000,0.029239766081871288,0.01734104046242768,0.023255813953488413,0.15032679738562083,0.1428571428571428,0.020626935865735895,0.02545737869398905,0.031984668310314025,0.6449005259835418,0.9882144961697112,0.9619917501473186,77.49999972875,1.3536016539001208,1.4295604015230183,1.299906047569599,0.8787878521579439,0.5499999908333337,0.07399999999999998,4.545454545454549,0.12499998437500195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,-0.005847953216374324,0.03529411764705892,0.029239766081871288,0,True,0.0
2011-09-26,1.77,1.77,1.66,1.7,14022000,-0.03409090909090917,-0.011627906976744207,-0.011627906976744207,0.11111111111111116,0.07594936708860756,0.0254940734463588,0.026618173041737858,0.03198364030317606,0.7970970544230584,0.9998819501829772,0.9671231259591547,68.8888886745679,0.9096551450654382,1.14338833372066,1.2316988147803858,0.6774193329864729,0.4499999925000002,0.07299999999999998,6.470588235294124,0.636363578512402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.005681818181818121,-0.039548022598870136,-0.03409090909090917,1,True,0.0
2011-09-27,1.73,1.8,1.7,1.75,10117500,0.02941176470588247,0.023391812865497075,0.011560693641618602,0.08695652173913038,0.06060606060606055,0.02217627388532645,0.02562103260052395,0.03244590477878051,0.6834843164856501,1.0089792060491494,0.9708766540642721,68.18181796487602,1.1732675096935474,0.8315611034057636,1.1167452612112807,0.8387096503642048,0.5333333244444448,0.075,5.71428571428572,0.499999950000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.01764705882352935,0.011560693641618602,0.02941176470588247,0,True,0.0
2011-09-28,1.73,1.77,1.63,1.64,10849500,-0.06285714285714294,-0.06818181818181823,-0.04651162790697683,0.012345679012345512,0.0,0.031707953564078094,0.029553852777170674,0.03444010139702773,0.9206693090665952,1.0127931769722813,0.9734067756455815,56.60377343538624,0.47787383770960135,0.8725180342107168,1.0289271152500663,0.48387095213319475,0.3499999941666668,0.08000000000000002,8.536585365853666,0.9285713622449028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,-0.011428571428571455,-0.052023121387283267,-0.06285714285714294,0,True,0.0
2011-09-29,1.71,1.72,1.57,1.61,13944000,-0.018292682926829174,-0.05294117647058816,-0.058479532163742576,-0.024242424242424176,-0.024242424242424176,0.03167350784878747,0.02980919748972207,0.034531112734178165,0.9172452367857042,1.0140275796481217,0.9756894912030432,57.692307536982256,0.30169701428265294,1.114267563258897,1.0592733767245617,0.3870967617065564,0.3333333271604942,0.08350000000000002,9.316770186335397,0.7333332844444473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.04268292682926833,-0.058479532163742576,-0.018292682926829174,1,True,0.0
2011-09-30,1.65,1.66,1.57,1.63,20041500,0.012422360248447006,-0.06857142857142862,-0.07386363636363646,-0.05232558139534893,0.018749999999999822,0.028232581515904128,0.029106505409959037,0.032913730087612156,0.8577749426456129,1.0120467557251906,0.9798425572519084,59.25925910562413,0.4175966909163975,1.5560110403298124,1.0710284509765102,0.45161288865764837,0.3703703635116598,0.08450000000000002,5.521472392638029,0.33333329629630126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.024844720496894235,-0.012121212121212088,0.012422360248447006,0,True,0.0
2011-10-03,1.66,1.67,1.55,1.58,15348000,-0.030674846625766805,-0.03658536585365846,-0.07058823529411762,-0.08139534883720922,0.025974025974025983,0.02927671627545015,0.028663892175600815,0.029805599218659405,0.9822552547297657,1.0081466395112015,0.9853839702887265,47.05882340023068,0.07574917119446534,1.1742900262241274,1.0757515766037173,0.2903225712799173,0.2884615329142015,0.08600000000000001,7.594936708860751,0.7499999375000048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.01840490797546024,-0.04819277108433728,-0.030674846625766805,0,True,0.0
2011-10-04,1.55,1.62,1.53,1.58,18004500,0.0,-0.018633540372670843,-0.09714285714285709,-0.08670520231213863,0.03267973856209161,0.029027202236665606,0.028603218389044303,0.029506201425133143,0.9837658186079585,1.0030066145520145,0.9906794948887552,45.99999987119999,0.04021627899469565,1.347349751925106,1.170217542599286,0.26666665777777826,0.2884615329142015,0.08750000000000001,5.696202531645574,0.4444443950617339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,-0.01898734177215189,0.019354838709677358,0.0,1,False,0.0
2011-10-05,1.6,1.72,1.56,1.69,18442500,0.06962025316455689,0.036809815950920255,0.030487804878048808,-0.01744186046511631,0.06289308176100628,0.03819789629698886,0.031360444160821545,0.03087679359355325,1.237106560633892,1.0033747137519584,0.9958418705556225,53.44827573305589,0.7579676595713465,1.322932078009415,1.2306550100874243,0.6333333122222227,0.4999999903846155,0.093,9.46745562130177,0.187499988281251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.012658227848101333,0.05624999999999991,0.06962025316455689,1,True,0.0
2011-10-06,1.69,1.84,1.67,1.8,26536500,0.06508875739644981,0.139240506329114,0.11801242236024834,0.05263157894736836,0.14649681528662417,0.04344629660897994,0.03396293327954281,0.03223229287368836,1.3479116518368814,1.0092849391052694,1.0032557578680816,56.451612775754434,1.383003176347171,1.7823877003057795,1.321491720778403,0.8823529152249142,0.71153844785503,0.099,9.444444444444452,0.2352941038062292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.06508875739644981,0.06508875739644981,0,True,0.0
2011-10-07,1.8,1.84,1.74,1.8,19674000,0.0,0.139240506329114,0.10429447852760743,0.022727272727272707,0.17647058823529416,0.04268471906621949,0.03313240360761014,0.031521696898877315,1.3541372998344756,1.0126735063367531,1.012371756185878,56.451612775754434,1.306542255207556,1.2800343528585092,1.2752913161438917,0.8823529152249142,0.71153844785503,0.1005,5.55555555555556,0.39999996000000404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1,False,0.0
2011-10-10,1.82,1.88,1.8,1.86,13852500,0.03333333333333344,0.10059171597633143,0.17721518987341778,0.09411764705882364,0.21568627450980404,0.04147178081047311,0.03350922452961687,0.03171304949923432,1.307719326527748,1.0225763612217795,1.0225763612217795,59.70149241256405,1.5637160814879094,0.8858470702778404,1.2343346075078776,0.9444444182098778,0.8269230610207106,0.10200000000000001,4.301075268817196,0.24999996875000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.011111111111111072,0.0219780219780219,0.03333333333333344,0,True,0.0
2011-10-11,1.83,1.85,1.81,1.84,8635500,-0.010752688172043001,0.022222222222222143,0.16455696202531644,0.05142857142857138,0.1428571428571428,0.041306532784608586,0.03229916270678438,0.03100118911229829,1.3324172602156583,1.0290030211480363,1.030513595166163,58.82352929065745,1.321605598490928,0.5562506944679289,1.1226273352238965,0.8857142604081645,0.788461523298817,0.0995,2.1739130434782625,0.24999993750001562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,-0.016129032258064502,0.005464480874316946,-0.010752688172043001,1,True,0.0
2011-10-12,1.82,1.87,1.81,1.85,16851000,0.005434782608695565,0.0277777777777779,0.09467455621301779,0.128048780487805,0.14197530864197527,0.03362795954964679,0.03230086894186256,0.030942254424744842,1.0867969805970041,1.0413143271321577,1.037086252718048,60.29411752292389,1.2796738636986769,1.070317598692829,1.0867620367856172,0.9142856881632666,0.9333333125925934,0.099,3.243243243243246,0.33333327777778704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,-0.010869565217391353,0.016483516483516425,0.005434782608695565,1,True,0.0
2011-10-13,1.84,1.9,1.83,1.86,15652500,0.00540540540540535,0.0,0.03333333333333344,0.15527950310559002,0.12727272727272743,0.03200338818609711,0.03219090954163133,0.030941267429024928,1.0343266615125546,1.0557768924302788,1.0427985029578652,57.81249987353516,1.240758396273493,0.9719272754368317,0.927256808613688,0.8918918677867067,0.9148935975554557,0.1005,3.763440860215045,0.5714284897959288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,-0.005405405405405461,0.010869565217391353,0.00540540540540535,1,True,0.0
2011-10-14,1.87,1.9,1.82,1.87,21007500,0.005376344086021501,0.016304347826086918,0.03888888888888897,0.14723926380368102,0.08720930232558155,0.03214340222985099,0.031060781508867052,0.030236657043453397,1.0630603625610389,1.0674292594822394,1.0445514750150509,64.40677950818733,1.211304482680099,1.3054501729103942,0.944547496760843,0.9189188940832737,0.9361701928474432,0.1,4.278074866310152,0.37499995312500417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.005376344086021501,0.0,0.005376344086021501,0,True,0.0
2011-10-17,1.86,1.87,1.82,1.83,11317500,-0.021390374331550777,-0.010810810810810811,-0.016129032258064502,0.15822784810126578,0.06395348837209314,0.03080682426585245,0.031592824130420104,0.02957983074408919,1.0414803964760506,1.0797501801585396,1.0452197934182081,56.896551586801436,0.9606655424873407,0.716752243116281,0.9305144561660167,0.8108107888970061,0.8510638116794937,0.096,2.732240437158472,0.799999840000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,-0.005347593582887722,-0.016129032258064502,-0.021390374331550777,1,True,0.0
2011-10-18,1.82,1.9,1.78,1.89,14995500,0.032786885245901454,0.016129032258064502,0.02717391304347827,0.19620253164556956,0.09248554913294793,0.030752678126622378,0.03226207269428265,0.029867163026858157,1.0296481055963322,1.0942922101232497,1.0461289936580114,73.58490546600217,1.1891464753798635,0.9579065377576345,1.0198250337763384,0.9729729466764069,0.9787233834314174,0.099,6.3492063492063435,0.08333332638888963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,-0.005464480874316946,0.038461538461538325,0.032786885245901454,0,True,0.0
2011-10-19,1.87,1.87,1.82,1.84,11893500,-0.026455026455026398,-0.016042780748663166,-0.005405405405405461,0.08875739644970415,0.06976744186046524,0.027877317428308266,0.032947043647214916,0.029868771094393894,0.933326249243582,1.10102698829711,1.0475877716742295,70.90909072859506,0.9094756603218684,0.7669057302724165,0.965494561826878,0.837837815193573,0.8723404069714811,0.097,2.7173913043478284,0.599999880000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,-0.01058201058201047,-0.016042780748663166,-0.026455026455026398,0,True,0.0
2011-10-20,1.83,1.83,1.8,1.82,14995500,-0.010869565217391353,-0.005464480874316946,-0.021505376344086002,0.011111111111111072,0.06432748538011701,0.020133924455477726,0.0330446604319343,0.02983509253292367,0.6748401294501841,1.099202095986662,1.0479933309515304,67.27272710148763,0.7861757220867502,0.9565683338277087,0.9467701346295534,0.7837837626004392,0.8297872163875064,0.0945,1.6483516483516498,0.33333322222225925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,-0.005434782608695676,-0.005464480874316946,-0.010869565217391353,1,True,0.0
2011-10-21,1.83,1.89,1.8,1.87,17139000,0.027472527472527597,-0.01058201058201047,0.0,0.03888888888888897,0.0625,0.021748386130466753,0.03297488360550722,0.029512106556853254,0.7369307480393634,1.101010101010101,1.0490196078431373,76.36363616925621,0.9852446490911095,1.0940252776713904,0.8980084258904634,0.9189188940832737,0.9361701928474432,0.09499999999999999,4.812834224598923,0.22222219753086503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.005494505494505475,0.021857923497267784,0.027472527472527597,1,True,0.0
2011-10-24,1.86,1.93,1.85,1.9,14109000,0.016042780748662944,0.032608695652173836,0.0382513661202184,0.021505376344086002,0.11764705882352944,0.019756292583574767,0.03184934332962804,0.029523819874808642,0.6691642875381802,1.101423487544484,1.0530842230130488,77.58620670927468,1.063226712663913,0.9003627870468751,0.933386937751869,0.9249999768750005,0.9399999812000003,0.09349999999999997,4.210526315789466,0.37499995312500695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,-0.005347593582887722,0.021505376344086002,0.016042780748662944,0,True,0.0
2011-10-25,1.88,1.92,1.85,1.88,9816000,-0.010526315789473717,0.03296703296703285,-0.005291005291005346,0.021739130434782483,0.07428571428571429,0.019739791008037414,0.031558544806444225,0.028458134133362456,0.6936429485890396,1.1020964112282365,1.0553120928579889,69.3877549037901,0.9346065939384249,0.6270091071539785,0.8681163377839098,0.8749999781250004,0.8999999820000002,0.09199999999999996,3.7234042553191404,0.5714284897959319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-0.010526315789473717,0.0,-0.010526315789473717,0,True,0.0
2011-10-26,1.88,1.89,1.83,1.87,7657500,-0.005319148936170137,0.0,0.016304347826086918,0.010810810810810922,0.14024390243902451,0.01984436871642176,0.027498927492673953,0.028526954357408114,0.6956354860543867,1.1015846736045412,1.0604895931882687,58.974358762656166,0.8503622147758831,0.4941701474766346,0.8223843104608222,0.8499999787500009,0.8799999824000005,0.08799999999999994,3.208556149732611,0.33333327777778454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,-0.005319148936170137,-0.005319148936170137,1,True,0.0
2011-10-27,1.89,1.93,1.87,1.92,13041000,0.026737967914438387,0.010526315789473717,0.05494505494505497,0.032258064516129004,0.19254658385093149,0.02142416004982615,0.02716610727409783,0.02869837921721192,0.7465283116648569,1.1025247758376595,1.0671307220386976,63.636363433884306,1.035643660057743,0.8440489886266,0.7994873960593573,0.9749999756250006,0.9799999804000002,0.08349999999999994,3.124999999999991,0.16666663888889413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.010695187165775222,0.015873015873015817,0.026737967914438387,1,True,0.0
2011-10-28,1.9,2.0,1.87,1.99,18960000,0.03645833333333326,0.0585106382978724,0.06417112299465244,0.06417112299465244,0.22085889570552153,0.023861137307646135,0.027840086354652478,0.028453023866123427,0.838614870383138,1.1047809232937857,1.0730647245389404,64.44444424395063,1.29792239063712,1.2314527050066737,0.8259501378564539,0.9787233834314174,0.9824561231148048,0.08549999999999994,6.5326633165829096,0.07692307100591775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,-0.01041666666666663,0.047368421052631726,0.03645833333333326,0,True,0.0
2011-10-31,1.97,1.97,1.92,1.96,17010000,-0.015075376884422176,0.048128342245989275,0.03157894736842115,0.07103825136612008,0.240506329113924,0.02311300517928571,0.026829267308008505,0.02868134631066138,0.805854678870057,1.1063084112149533,1.0782710280373833,63.04347806899812,1.1465331382452058,1.0988691531730574,0.8589978390844695,0.9148935975554553,0.9298245450907974,0.08199999999999995,2.551020408163268,0.199999960000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,-0.01005025125628145,-0.005076142131979711,-0.015075376884422176,0,True,0.0
2011-11-01,1.89,1.93,1.87,1.93,9528000,-0.015306122448979553,0.005208333333333259,0.02659574468085113,0.021164021164021163,0.221518987341772,0.022164179518339704,0.02737732134036213,0.028912808384662175,0.7665866130192784,1.1025909143720227,1.0825490879516673,58.33333316319444,1.01942776666708,0.6328489660909721,0.8793532028514071,0.840909071797521,0.8771929670667898,0.08049999999999993,3.1088082901554315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,-0.0357142857142857,0.021164021164021163,-0.015306122448979553,0,True,0.0
2011-11-02,1.93,1.95,1.88,1.91,13129500,-0.010362694300518172,-0.04020100502512569,0.021390374331550666,0.0380434782608694,0.1301775147928994,0.02035337406102331,0.023891780308588507,0.02897858484233638,0.7023589022090185,1.101792943898207,1.0841526894158473,55.10204065889212,0.8550186501820123,0.8877236930847207,0.969143158503253,0.7272727052341603,0.8301886635813458,0.07599999999999994,3.6649214659685896,0.5714284897959301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,0.0,-0.010362694300518172,-0.010362694300518172,1,True,0.0
2011-11-03,2.0,2.17,1.97,2.16,37645500,0.13089005235602102,0.10204081632653073,0.12500000000000022,0.18681318681318682,0.19999999999999996,0.044246703981104286,0.0345511926845827,0.0370283059925019,1.194942378423693,1.1141116984601243,1.087393702597104,69.86301356464628,2.204606093380583,2.453190751049573,1.2547371302057115,0.9767441633315316,0.9857142716326535,0.07749999999999993,9.259259259259256,0.049999997499999074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.04712041884816753,0.08000000000000007,0.13089005235602102,0,True,0.0
2011-11-04,2.1,2.16,2.03,2.15,45493500,-0.004629629629629761,0.11398963730569944,0.08040201005025116,0.14973262032085555,0.19444444444444442,0.0446539177439679,0.03463496481584553,0.036888907448715244,1.2104968329864365,1.1223325345201414,1.0898094259956632,72.85714271142857,1.773882109319008,2.734559552790551,1.47635019385087,0.9487179243918481,0.9714285575510205,0.07899999999999995,6.046511627906993,0.07692307100591919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,-0.02777777777777779,0.023809523809523725,-0.004629629629629761,0,False,0.0
2011-11-07,2.11,2.13,2.05,2.08,18994500,-0.03255813953488362,0.08900523560209428,0.061224489795918435,0.09473684210526323,0.11827956989247301,0.04709286232075608,0.03537087547793725,0.036830576262174584,1.2786346105253548,1.1261772381708839,1.089867241574946,63.38028156516565,1.2896566850855755,1.1243607046455462,1.4773760477340532,0.7692307495069042,0.8676470460640142,0.07899999999999996,3.8461538461538494,0.6249999218750071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,-0.018604651162790753,-0.01421800947867291,-0.03255813953488362,1,True,0.0
2011-11-08,2.09,2.13,2.05,2.12,17518500,0.019230769230769162,-0.01851851851851849,0.09844559585492241,0.1276595744680853,0.15217391304347827,0.046586991073979844,0.03525116921009158,0.036667115812199134,1.2705383921441797,1.1337471783295712,1.0919864559819414,69.99999986,1.3563191701700341,1.0104252281870485,1.531703940822771,0.8717948494411581,0.926470574610727,0.08099999999999996,3.7735849056603805,0.12499998437499918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.004807692307692291,0.014354066985646119,0.019230769230769162,0,True,0.0
