fold,regime,bh_sharpe,sma_sharpe,lstm_sharpe,hybrid_sharpe,improvement
Fold 1,Recov,3.797590178442972,3.095052215990897,2.162942086417326,3.163925105715229,1.000983019297903
Fold 2,Peak,0.9814627078040604,0.42241572593469695,2.4071082488320843,1.6244831784082225,-0.7826250704238618
Fold 3,Crash,-0.297010810290578,-1.59458825524526,0.03152065838627521,1.413623341349428,1.3821026829631526
Fold 4,Recov,1.5739129535471035,1.9584353572145627,0.5550400464735481,2.6865990158004878,2.1315589693269397
Fold 5,Bull,1.4249468020668008,0.41425684563968285,1.7257798912367368,2.4085516429894143,0.6827717517526775
Fold 6,Bull,1.4779716969522467,1.07563065967016,1.5921510531874792,2.385153987711323,0.7930029345238436
Fold 7,Bull,0.6822657618900881,0.6549930854012719,0.33743956581409146,0.5354747662490762,0.19803520043498474
Fold 8,Bear,-0.7776824851761344,0.17010645402370744,-1.189146238066123,-1.5414875609713248,-0.3523413229052017
