fold,regime,lstm_sharpe,trades,win_rate,sma_sharpe,bh_sharpe,rand_sharpe,rand_p95,beats_random,ci_low,ci_high,dsr,dsr_sig,threshold
Fold 1,Recov,2.8493977168212283,4,0.5957446808510638,3.095052215990897,3.797590178442972,1.9828313213985413,1.999226940117323,True,1.421070027776579,4.223014638399486,6.086613288028285,True,0.46000000000000013
Fold 2,Peak,2.2047506032501305,16,0.49122807017543857,0.42241572593469695,0.9814627078040604,-0.49415572184753515,2.3160174502747957,False,-0.2140485476358287,4.520562641814431,10.690135513904098,True,0.47000000000000014
Fold 3,Crash,0.01111374918717192,9,0.32142857142857145,-1.59458825524526,-0.297010810290578,-0.8844746760398768,1.7606629283242567,False,-3.3076069569538533,2.2539920654125885,-2.6836773696573,False,0.48000000000000015
Fold 4,Recov,-0.20448333125075913,6,0.4230769230769231,1.9584353572145627,1.5739129535471035,1.3312266632450527,1.6210777337105213,False,-1.8732999285441292,1.241388315172505,-4.2529246080184135,False,0.47000000000000014
Fold 5,Bull,1.7257798912367368,3,0.5302013422818792,0.41425684563968285,1.4249468020668008,0.5772457229171868,1.8922975607262418,False,-0.5016582165510194,4.360481855437207,12.44273590904171,True,0.39000000000000007
Fold 6,Bull,-0.37950578578134603,17,0.43333333333333335,1.07563065967016,1.4779716969522467,2.3605991982382113,1.9869797519328767,False,-2.917267766521313,2.519347418994334,-6.274653120189667,False,0.5000000000000002
Fold 7,Bull,0.9960179224540531,9,0.5175438596491229,0.6549930854012719,0.6822657618900881,-0.07967260259512135,1.8658337149758384,False,-1.1394993161205658,3.3068675691229705,7.136038265093418,True,0.47000000000000014
Fold 8,Bear,-0.8663073356938219,20,0.48598130841121495,0.17010645402370744,-0.7776824851761344,-2.4920914954842215,1.04538185467629,False,-3.0011663715457177,1.5294257845434882,-13.566180639234764,False,0.46000000000000013
